ID,性别,年龄,注册时间,文化程度,毕业院校,学习形式,征信记录,借款用途,还款来源,工作信息,收入情况,网络借贷平台待还余额,成功借款次数,成功还款次数,正常还清次数,逾期（0-15天）还清次数,逾期（15天以上）还清次数,资金运用情况,其他事项,累计借款金额,待还金额,单笔最高借款金额,历史最高负债
127961268,女,25,2016/12/07,专科,江西师范大学,自考,暂未提供,日常消费,薪资收入,暂未提供,15000及以上,暂未提供,1,4,4,0,0,日常消费,暂无,17000.00,13638.32,17000.00,20457.48
127961269,男,45,2016/03/16,无,无,无,暂未提供,日常消费,经营收入,私营业主,8000-15000（含8000）,暂未提供,12,75,67,8,0,日常消费,暂无,24525.00,5173.31,6100.00,7404.45
127961271,男,31,2017/07/25,无,无,无,暂未提供,兼职创业,经营收入,公务员,5000-8000（含5000）,暂未提供,7,36,32,4,0,兼职创业,暂无,6765.00,1032.95,2000.00,2444.64
127961273,女,27,2017/03/07,无,无,无,暂未提供,日常消费,个人存款,暂未提供,2000-5000（含2000）,暂未提供,20,82,81,1,0,日常消费,暂无,46843.00,1233.39,6500.00,13063.25
127961274,男,28,2018/02/10,无,无,无,暂未提供,日常消费,经营收入,暂未提供,5000-8000（含5000）,暂未提供,2,6,4,2,0,日常消费,暂无,7441.00,5968.71,6000.00,8158.68
127961276,女,18,2018/06/14,无,无,无,暂未提供,兼职创业,薪资收入,私营业主,2000-5000（含2000）,暂未提供,1,3,3,0,0,兼职创业,暂无,800.00,0.00,800.00,871.95
127961277,男,20,2018/09/07,无,无,无,暂未提供,日常消费,薪资收入,暂未提供,2000-5000（含2000）,暂未提供,0,0,0,0,0,日常消费,暂无,0.00,0.00,0.00,0.00
127961278,女,27,2018/01/22,无,无,无,暂未提供,日常消费,薪资收入,暂未提供,8000-15000（含8000）,暂未提供,2,7,6,1,0,日常消费,暂无,5952.00,0.00,4500.00,6118.50
127961279,男,33,2016/03/27,无,无,无,暂未提供,日常消费,薪资收入,暂未提供,5000-8000（含5000）,"8,200.00",16,122,122,0,0,日常消费,暂无,57330.00,17838.15,11000.00,28283.18
127961281,男,18,2016/09/20,无,无,无,无逾期,生产经营,薪资收入,暂未提供,2000-5000（含2000）,暂未提供,1,4,4,0,0,生产经营,暂无,1500.00,0.00,1500.00,1769.94
127961287,男,39,2015/06/04,无,无,无,无逾期,日常消费,薪资收入,暂未提供,5000-8000（含5000）,暂未提供,5,18,18,0,0,日常消费,暂无,7700.00,0.00,2300.00,2918.91
127961288,女,39,2016/11/12,无,无,无,暂未提供,日常消费,经营收入,私营业主,15000及以上,"248,930.00",1,9,9,0,0,日常消费,暂无,4000.00,1304.67,4000.00,5438.68
127961289,女,21,2017/11/15,无,无,无,暂未提供,医疗,薪资收入,暂未提供,5000-8000（含5000）,暂未提供,2,10,9,1,0,医疗,暂无,3657.00,2158.01,2750.00,3739.10
127961290,女,22,2015/07/06,无,无,无,暂未提供,日常消费,薪资收入,暂未提供,2000-5000（含2000）,暂未提供,3,14,10,4,0,日常消费,暂无,2647.00,0.00,1097.00,1455.11
127961291,男,36,2016/06/08,无,无,无,有逾期,信用卡,生产经营,薪资收入,暂未提供,5000-8000（含5000）,2,10,10,0,0,生产经营,暂无,7300.00,0.00,4000.00,4704.60
127961293,男,23,2016/10/18,无,无,无,无逾期,日常消费,薪资收入,暂未提供,5000-8000（含5000）,暂未提供,2,17,11,6,0,日常消费,暂无,2343.00,313.36,1750.00,2075.76
127961296,男,22,2016/11/14,无,无,无,暂未提供,日常消费,薪资收入,暂未提供,5000-8000（含5000）,暂未提供,2,7,2,4,0,日常消费,暂无,9010.00,3567.00,4510.00,5643.63
127961301,男,46,2016/10/30,无,无,无,暂未提供,医疗,薪资收入,暂未提供,5000-8000（含5000）,"78,615.00",1,5,5,0,0,医疗,暂无,5000.00,966.13,5000.00,5796.78
127961306,男,21,2015/11/16,无,无,无,暂未提供,旅游,薪资收入,暂未提供,2000-5000（含2000）,暂未提供,1,3,3,0,0,旅游,暂无,500.00,0.00,500.00,603.33
127961309,女,23,2017/05/09,无,无,无,暂未提供,医疗,经营收入,暂未提供,2000-5000（含2000）,暂未提供,9,67,64,3,0,医疗,暂无,14894.00,2417.43,4298.00,8079.32
127961310,男,26,2015/04/13,无,无,无,暂未提供,日常消费,经营收入,暂未提供,2000-5000（含2000）,暂未提供,2,16,4,9,2,日常消费,暂无,3500.00,0.00,3000.00,3357.72
127961311,女,25,2016/10/16,无,无,无,暂未提供,日常消费,经营收入,暂未提供,2000-5000（含2000）,"52,992.00",5,42,42,0,0,日常消费,暂无,18657.00,0.00,8000.00,10824.18
127961312,男,37,2013/02/28,专科,南京工业大学,普通,暂未提供,日常消费,薪资收入,暂未提供,2000-5000（含2000）,暂未提供,16,92,76,16,0,日常消费,暂无,38420.00,5799.75,6000.00,12620.81
127961314,男,22,2016/06/01,专科,国家开放大学,开放教育,暂未提供,装修,薪资收入,暂未提供,5000-8000（含5000）,"12,137.00",7,49,32,17,0,装修,暂无,14065.00,0.00,5000.00,8059.53
127961315,男,29,2015/11/27,无,无,无,暂未提供,旅游,经营收入,暂未提供,8000-15000（含8000）,暂未提供,1,1,1,0,0,旅游,暂无,1030.00,0.00,1030.00,1198.23
127961316,男,25,2017/04/29,无,无,无,暂未提供,日常消费,薪资收入,暂未提供,2000-5000（含2000）,暂未提供,4,36,33,3,0,日常消费,暂无,3233.00,0.00,1000.00,2456.49
127961317,男,25,2018/03/24,无,无,无,暂未提供,医疗,薪资收入,暂未提供,2000以下,暂未提供,1,5,5,0,0,医疗,暂无,5000.00,3659.74,5000.00,6798.84
127961318,男,26,2016/07/25,无,无,无,暂未提供,旅游,薪资收入,暂未提供,5000-8000（含5000）,暂未提供,13,133,123,9,0,旅游,暂无,25695.00,0.00,4000.00,13239.55
127961319,男,19,2017/07/02,无,无,无,暂未提供,日常消费,薪资收入,暂未提供,2000-5000（含2000）,暂未提供,3,13,8,5,0,日常消费,暂无,3450.00,0.00,1750.00,2379.37
127961320,女,33,2017/07/11,本科,山东师范大学,成人,暂未提供,装修,薪资收入,暂未提供,8000-15000（含8000）,"85,319.00",2,12,4,8,0,装修,暂无,19026.00,0.00,11500.00,12736.60
127961322,男,35,2016/06/11,无,无,无,暂未提供,生产经营,薪资收入,私营业主,2000-5000（含2000）,"14,055.00",14,59,57,2,0,生产经营,暂无,19885.00,0.00,3000.00,6098.25
127961324,女,23,2016/01/18,无,无,无,暂未提供,日常消费,薪资收入,暂未提供,5000-8000（含5000）,暂未提供,11,47,43,4,0,日常消费,暂无,16938.00,0.00,5190.00,7493.22
127961325,女,32,2017/10/29,专科,包头职业技术学院,普通,暂未提供,医疗,薪资收入,私营业主,5000-8000（含5000）,"13,501.00",0,0,0,0,0,医疗,暂无,0.00,0.00,0.00,0.00
127961326,男,50,2017/11/16,无,无,无,暂未提供,日常消费,薪资收入,暂未提供,5000-8000（含5000）,暂未提供,1,6,6,0,0,日常消费,暂无,4000.00,0.00,4000.00,4567.44
127961327,女,37,2017/09/25,无,无,无,暂未提供,日常消费,经营收入,私营业主,2000-5000（含2000）,暂未提供,1,6,6,0,0,日常消费,暂无,3000.00,0.00,3000.00,3426.96
127961329,男,29,2018/05/01,无,无,无,暂未提供,装修,经营收入,私营业主,5000-8000（含5000）,暂未提供,2,21,21,0,0,装修,暂无,2000.00,0.00,1000.00,1359.90
127961330,男,28,2018/06/02,专科,广东海洋大学,成人,暂未提供,日常消费,薪资收入,暂未提供,5000-8000（含5000）,暂未提供,1,3,3,0,0,日常消费,暂无,2000.00,1179.90,2000.00,2359.80
127961331,男,32,2016/03/14,无,无,无,暂未提供,日常消费,经营收入,暂未提供,5000-8000（含5000）,"59,302.00",8,43,36,2,0,日常消费,暂无,17005.00,0.00,5147.00,8135.74
127961332,男,26,2017/10/15,无,无,无,暂未提供,日常消费,个人存款,暂未提供,2000-5000（含2000）,暂未提供,4,13,13,0,0,日常消费,暂无,3660.00,368.70,1000.00,1176.36
127961333,男,25,2018/05/15,无,无,无,暂未提供,日常消费,薪资收入,暂未提供,2000-5000（含2000）,暂未提供,1,4,4,0,0,日常消费,暂无,2500.00,2132.56,2500.00,3399.86
127961334,男,28,2016/07/27,无,无,无,暂未提供,日常消费,薪资收入,暂未提供,5000-8000（含5000）,暂未提供,8,74,64,8,0,日常消费,暂无,31304.00,4058.70,6000.00,15950.12
127961336,男,45,2018/03/18,无,无,无,暂未提供,旅游,薪资收入,暂未提供,8000-15000（含8000）,"10,000.00",1,4,4,0,0,旅游,暂无,4000.00,3478.80,4000.00,5439.84
127961337,男,26,2017/03/22,无,无,无,暂未提供,医疗,薪资收入,私营业主,5000-8000（含5000）,暂未提供,1,3,3,0,0,医疗,暂无,2000.00,0.00,2000.00,2333.49
127961338,男,35,2014/08/24,专科,上海东海职业技术学院,普通,暂未提供,旅游,薪资收入,暂未提供,8000-15000（含8000）,暂未提供,7,56,51,5,0,旅游,暂无,36745.00,0.00,9045.00,17311.74
127961341,男,30,2017/11/29,无,无,无,暂未提供,日常消费,薪资收入,暂未提供,5000-8000（含5000）,暂未提供,9,32,25,6,0,日常消费,暂无,21896.00,5134.67,6500.00,7516.11
127961344,男,42,2016/02/04,无,无,无,暂未提供,日常消费,经营收入,暂未提供,8000-15000（含8000）,暂未提供,2,15,8,7,0,日常消费,暂无,8000.00,2793.33,5000.00,5922.21
127961345,男,30,2015/07/28,专科,焦作师范高等专科学校,普通,有逾期,其他贷款,日常消费,经营收入,暂未提供,15000及以上,21,107,81,26,0,日常消费,暂无,37873.00,8390.71,3690.00,11151.29
127961346,男,21,2016/11/26,专科,河南工业贸易职业学院,普通,暂未提供,生产经营,经营收入,暂未提供,2000以下,"20,100.00",1,2,2,0,0,生产经营,暂无,2300.00,1809.20,2300.00,2713.80
127961347,女,26,2017/10/10,专科,广西机电职业技术学院,普通,暂未提供,旅游,薪资收入,暂未提供,2000-5000（含2000）,"14,983.00",5,15,14,1,0,旅游,暂无,16323.00,2711.17,6500.00,8838.02
127961350,男,34,2011/08/20,无,无,无,暂未提供,日常消费,薪资收入,暂未提供,8000-15000（含8000）,暂未提供,1,6,5,1,0,日常消费,暂无,2000.00,0.00,2000.00,2454.60
127961352,男,21,2017/05/04,无,无,无,暂未提供,日常消费,薪资收入,暂未提供,5000-8000（含5000）,暂未提供,8,30,28,2,0,日常消费,暂无,10028.00,4113.72,2839.00,5301.30
127961353,男,23,2018/01/07,无,无,无,暂未提供,日常消费,薪资收入,私营业主,5000-8000（含5000）,暂未提供,2,13,13,0,0,日常消费,暂无,2234.00,1040.20,1500.00,2236.08
127961354,男,32,2015/03/31,无,无,无,无逾期,日常消费,个人存款,暂未提供,5000-8000（含5000）,暂未提供,18,195,191,3,0,日常消费,暂无,27647.00,0.00,3770.00,15568.65
127961356,女,29,2018/01/07,专科,中央广播电视大学,成人,暂未提供,装修,个人存款,私营业主,8000-15000（含8000）,"1,708.00",2,4,4,0,0,装修,暂无,6635.00,6985.30,4000.00,7851.20
127961361,男,31,2017/01/13,无,无,无,暂未提供,日常消费,经营收入,私营业主,15000及以上,暂未提供,8,53,52,1,0,日常消费,暂无,30826.00,5448.80,10310.00,13887.41
127961362,男,41,2018/03/30,无,无,无,暂未提供,日常消费,薪资收入,暂未提供,2000-5000（含2000）,暂未提供,0,0,0,0,0,日常消费,暂无,0.00,0.00,0.00,0.00
127961363,男,19,2018/07/19,无,无,无,暂未提供,医疗,个人存款,暂未提供,5000-8000（含5000）,暂未提供,0,0,0,0,0,医疗,暂无,0.00,0.00,0.00,0.00
127961364,女,24,2017/06/06,本科,沈阳大学科技工程学院,普通,无逾期,日常消费,经营收入,私营业主,5000-8000（含5000）,暂未提供,11,46,42,4,0,日常消费,暂无,26471.00,7291.61,7000.00,14283.42
127961365,男,35,2016/01/07,专科,湖南农业大学,自考,暂未提供,装修,薪资收入,私营业主,5000-8000（含5000）,暂未提供,2,21,10,8,0,装修,暂无,3327.00,0.00,2327.00,3424.32
127961366,男,42,2014/07/16,无,无,无,暂未提供,日常消费,薪资收入,暂未提供,5000-8000（含5000）,暂未提供,3,25,11,8,6,日常消费,暂无,8000.00,0.00,3000.00,2190.72
127961369,女,30,2016/06/22,无,无,无,暂未提供,医疗,经营收入,暂未提供,5000-8000（含5000）,"28,547.00",28,145,145,0,0,医疗,暂无,77946.00,0.00,9209.00,13518.96
127961370,男,20,2017/04/15,无,无,无,暂未提供,日常消费,薪资收入,暂未提供,5000-8000（含5000）,暂未提供,7,54,29,25,0,日常消费,暂无,12549.00,2298.40,4900.00,5799.65
127961374,男,28,2017/05/04,无,无,无,暂未提供,装修,薪资收入,暂未提供,5000-8000（含5000）,暂未提供,7,30,29,1,0,装修,暂无,18349.00,725.92,5500.00,8132.52
127961376,女,33,2018/06/02,无,无,无,暂未提供,旅游,个人存款,暂未提供,2000-5000（含2000）,暂未提供,1,3,3,0,0,旅游,暂无,7000.00,7139.79,7000.00,9519.72
127961377,男,46,2017/06/30,无,无,无,暂未提供,日常消费,经营收入,暂未提供,5000-8000（含5000）,"2,000.00",8,42,41,1,0,日常消费,暂无,23353.00,6176.84,6600.00,9666.44
127961378,男,43,2017/12/29,无,无,无,暂未提供,日常消费,个人存款,暂未提供,5000-8000（含5000）,"11,000.00",1,2,2,0,0,日常消费,暂无,3000.00,2360.00,3000.00,3540.00
127961379,男,36,2017/03/22,无,无,无,暂未提供,日常消费,薪资收入,暂未提供,2000-5000（含2000）,暂未提供,0,0,0,0,0,日常消费,暂无,0.00,0.00,0.00,0.00
127961380,男,21,2016/11/21,无,无,无,暂未提供,日常消费,薪资收入,暂未提供,2000-5000（含2000）,暂未提供,1,10,10,0,0,日常消费,暂无,500.00,0.00,500.00,679.72
127961381,女,32,2016/05/09,无,无,无,暂未提供,日常消费,薪资收入,暂未提供,5000-8000（含5000）,"29,375.00",1,5,5,0,0,日常消费,暂无,4000.00,2927.26,4000.00,5439.78
127961385,男,20,2017/10/21,无,无,无,暂未提供,旅游,经营收入,私营业主,2000以下,"1,381.00",1,3,3,0,0,旅游,暂无,1500.00,0.00,1500.00,2039.89
127961387,女,22,2018/09/11,无,无,无,暂未提供,日常消费,薪资收入,暂未提供,5000-8000（含5000）,暂未提供,0,0,0,0,0,日常消费,暂无,0.00,0.00,0.00,0.00
127961391,女,19,2017/06/02,无,无,无,暂未提供,装修,薪资收入,暂未提供,5000-8000（含5000）,暂未提供,1,3,3,0,0,装修,暂无,2000.00,0.00,2000.00,2264.64
127961392,女,41,2017/02/28,无,无,无,暂未提供,医疗,经营收入,私营业主,5000-8000（含5000）,"26,693.00",0,0,0,0,0,医疗,暂无,0.00,0.00,0.00,0.00
127961393,男,26,2015/09/02,无,无,无,暂未提供,日常消费,薪资收入,暂未提供,8000-15000（含8000）,暂未提供,0,0,0,0,0,日常消费,暂无,0.00,0.00,0.00,0.00
127961394,男,20,2017/03/16,无,无,无,暂未提供,装修,薪资收入,暂未提供,5000-8000（含5000）,暂未提供,3,9,8,1,0,装修,暂无,3357.00,0.00,3357.00,3834.81
127961396,男,24,2016/04/18,专科,武汉纺织大学外经贸学院,普通,暂未提供,兼职创业,薪资收入,公务员,2000-5000（含2000）,"21,762.00",14,110,85,25,0,兼职创业,暂无,18671.00,0.00,3000.00,11023.77
127961397,男,25,2017/08/04,无,无,无,暂未提供,医疗,个人存款,暂未提供,2000-5000（含2000）,暂未提供,1,4,0,3,0,医疗,暂无,11000.00,11219.67,11000.00,14995.72
127961399,男,30,2016/06/02,无,无,无,暂未提供,日常消费,经营收入,私营业主,8000-15000（含8000）,暂未提供,6,37,30,7,0,日常消费,暂无,18776.00,3585.43,5900.00,10832.67
127961400,女,33,2016/08/20,专科,常州工程职业技术学院,普通,暂未提供,装修,薪资收入,私营业主,2000-5000（含2000）,"165,452.00",7,25,22,3,0,装修,暂无,61191.00,4916.14,13200.00,14958.78
127961403,男,44,2016/09/07,无,无,无,暂未提供,装修,经营收入,私营业主,8000-15000（含8000）,暂未提供,2,8,6,2,0,装修,暂无,3700.00,0.00,2700.00,3426.57
127961405,男,37,2017/02/21,无,无,无,暂未提供,生产经营,个人存款,私营业主,5000-8000（含5000）,暂未提供,5,48,42,6,0,生产经营,暂无,9970.00,0.00,4900.00,8170.40
127961406,男,24,2015/10/23,无,无,无,暂未提供,装修,薪资收入,暂未提供,8000-15000（含8000）,暂未提供,1,12,12,0,0,装修,暂无,4000.00,0.00,4000.00,4864.68
127961407,男,38,2016/06/18,无,无,无,暂未提供,兼职创业,薪资收入,暂未提供,8000-15000（含8000）,暂未提供,3,23,23,0,0,兼职创业,暂无,4608.00,161.31,2100.00,3472.86
127961412,男,21,2016/11/14,无,无,无,暂未提供,日常消费,薪资收入,暂未提供,5000-8000（含5000）,暂未提供,6,16,8,3,0,日常消费,暂无,4150.00,0.00,1250.00,2159.39
127961413,男,26,2017/02/28,无,无,无,暂未提供,日常消费,薪资收入,暂未提供,5000-8000（含5000）,"4,749.00",11,44,36,8,0,日常消费,暂无,10864.00,2281.47,1830.00,3242.15
127961414,女,52,2017/08/26,无,无,无,暂未提供,日常消费,薪资收入,暂未提供,15000及以上,"143,364.00",1,3,0,3,0,日常消费,暂无,2500.00,0.00,2500.00,2940.36
127961415,男,35,2018/05/09,专科,成都电子机械高等专科学校,普通,暂未提供,装修,经营收入,私营业主,15000及以上,暂未提供,2,7,5,1,0,装修,暂无,11008.00,8349.62,9500.00,11702.64
127961417,男,46,2017/02/20,无,无,无,暂未提供,日常消费,经营收入,私营业主,8000-15000（含8000）,暂未提供,6,30,29,1,0,日常消费,暂无,16738.00,0.00,5600.00,7144.06
127961418,女,22,2018/04/14,专科,江苏联合职业技术学院,普通,暂未提供,旅游,薪资收入,暂未提供,2000以下,458.00,5,13,12,1,0,旅游,暂无,10582.00,8149.34,8000.00,10255.14
127961419,男,25,2017/08/07,无,无,无,暂未提供,装修,经营收入,私营业主,5000-8000（含5000）,暂未提供,2,20,6,14,0,装修,暂无,4908.00,408.71,3008.00,5395.73
127961420,男,24,2018/05/06,无,无,无,暂未提供,日常消费,薪资收入,暂未提供,5000-8000（含5000）,"1,765.00",5,3,3,0,0,日常消费,暂无,4700.00,5251.29,1800.00,5251.29
127961421,男,20,2017/08/09,无,无,无,暂未提供,装修,薪资收入,暂未提供,5000-8000（含5000）,暂未提供,1,6,2,4,0,装修,暂无,6000.00,0.00,6000.00,6853.98
127961422,女,28,2018/09/11,无,无,无,暂未提供,日常消费,经营收入,私营业主,8000-15000（含8000）,暂未提供,1,0,0,0,0,日常消费,暂无,4800.00,5663.82,4800.00,5663.82
127961424,男,24,2016/08/14,专科,陕西青年职业学院,普通,暂未提供,医疗,薪资收入,私营业主,15000及以上,"3,449.00",15,100,100,0,0,医疗,暂无,49840.00,4278.26,8600.00,19030.39
127961427,男,47,2014/11/04,无,无,无,暂未提供,日常消费,薪资收入,私营业主,15000及以上,暂未提供,5,36,36,0,0,日常消费,暂无,7935.00,0.00,4200.00,4600.56
127961428,男,31,2017/09/30,专科,四川理工学院,普通,暂未提供,日常消费,薪资收入,暂未提供,5000-8000（含5000）,"75,251.00",2,10,8,2,0,日常消费,暂无,9800.00,2536.21,6000.00,6853.98
127961429,男,22,2016/09/14,无,无,无,暂未提供,装修,薪资收入,公务员,2000以下,暂未提供,1,6,6,0,0,装修,暂无,2250.00,0.00,2250.00,2570.22
127961432,女,21,2018/06/10,无,无,无,暂未提供,日常消费,薪资收入,暂未提供,2000-5000（含2000）,暂未提供,1,3,3,0,0,日常消费,暂无,5500.00,3244.77,5500.00,6489.54
127961433,男,23,2018/09/09,无,无,无,暂未提供,日常消费,薪资收入,暂未提供,5000-8000（含5000）,暂未提供,0,0,0,0,0,日常消费,暂无,0.00,0.00,0.00,0.00
