ID,性别,性别2,年龄,注册时间,文化程度,文化程度2,毕业院校,学习形式,征信记录,借款用途,还款来源,工作信息,收入情况,收入情况2,网络借贷平台待还余额,成功借款次数,成功还款次数,正常还清次数,逾期（0-15天）还清次数,逾期（15天以上）还清次数,资金运用情况,其他事项,累计借款金额,待还金额,单笔最高借款金额,历史最高负债
127915131,男,1,28,2017/5/22,无,1,无,无,暂未提供,旅游,薪资收入,暂未提供,8000-15000（含8000）,4,暂未提供,1,4,1,3,0,旅游,暂无,2400,2047.28,2400,3289.29
127915132,男,1,51,2015/9/5,无,1,无,无,暂未提供,日常消费,薪资收入,暂未提供,5000-8000（含5000）,3,暂未提供,8,68,66,2,0,日常消费,暂无,51308,10213.23,12000,20554.02
127915133,女,2,44,2018/6/28,无,1,无,无,暂未提供,日常消费,薪资收入,私营业主,8000-15000（含8000）,4,"23,977.00",1,2,2,0,0,日常消费,暂无,2000,1573.28,2000,2359.92
127915135,男,1,29,2015/9/14,专升本,2,北京交通大学,网络教育,暂未提供,装修,经营收入,私营业主,15000及以上,5,"15,979.00",19,160,157,3,0,装修,暂无,85364,12064.95,15057,26803.03
127915137,男,1,33,2016/6/12,无,1,无,无,暂未提供,日常消费,投资收入,私营业主,8000-15000（含8000）,4,暂未提供,2,5,4,1,0,日常消费,暂无,5300,0,5100,6009.42
127915141,男,1,28,2018/2/7,无,1,无,无,暂未提供,医疗,投资收入,暂未提供,8000-15000（含8000）,4,暂未提供,0,0,0,0,0,医疗,暂无,0,0,0,0
127915142,男,1,35,2017/4/30,专科,2,中央广播电视大学,成人,暂未提供,日常消费,薪资收入,暂未提供,8000-15000（含8000）,4,暂未提供,17,94,94,0,0,日常消费,暂无,47937,2078.66,8300,12500.52
127915144,男,1,24,2018/9/10,无,1,无,无,暂未提供,旅游,薪资收入,暂未提供,2000-5000（含2000）,2,暂未提供,0,0,0,0,0,旅游,暂无,0,0,0,0
127915145,女,2,28,2015/7/28,无,1,无,无,暂未提供,装修,薪资收入,暂未提供,5000-8000（含5000）,3,暂未提供,20,203,125,77,0,装修,暂无,66875,14953.06,10000,23233.69
127915146,男,1,42,2015/8/4,无,1,无,无,暂未提供,兼职创业,经营收入,暂未提供,5000-8000（含5000）,3,暂未提供,21,112,109,3,0,兼职创业,暂无,43602,4863.95,5019,10949.69
127915147,男,1,23,2016/10/12,无,1,无,无,暂未提供,日常消费,薪资收入,暂未提供,2000-5000（含2000）,2,"24,451.00",0,0,0,0,0,日常消费,暂无,0,0,0,0
127915151,男,1,19,2017/3/21,无,1,无,无,无逾期,日常消费,薪资收入,私营业主,2000-5000（含2000）,2,暂未提供,1,2,2,0,0,日常消费,暂无,1800,1416,1800,2124
127915153,女,2,33,2017/7/22,无,1,无,无,暂未提供,日常消费,薪资收入,暂未提供,2000-5000（含2000）,2,暂未提供,13,92,92,0,0,日常消费,暂无,23232,6448.32,3263,10053.05
127915154,男,1,42,2017/4/26,无,1,无,无,暂未提供,日常消费,经营收入,私营业主,8000-15000（含8000）,4,"31,118.00",1,3,1,2,0,日常消费,暂无,5000,2930.82,5000,5861.64
127915156,女,2,22,2016/1/5,无,1,无,无,有逾期,信用卡,旅游,个人存款,8000-15000（含8000）,4,暂未提供,16,92,92,0,0,旅游,暂无,29501,2385.64,3785,5632.88
127915159,男,1,36,2016/3/7,无,1,无,无,暂未提供,兼职创业,经营收入,私营业主,5000-8000（含5000）,3,暂未提供,9,35,25,10,0,兼职创业,暂无,17169,0,3162,6739.89
127915160,男,1,27,2017/3/11,专科,2,滁州学院,普通,暂未提供,旅游,薪资收入,暂未提供,2000-5000（含2000）,2,"16,414.00",3,16,13,2,0,旅游,暂无,12915,3605.2,6500,7422.12
127915172,男,1,31,2016/5/30,无,1,无,无,暂未提供,旅游,经营收入,暂未提供,15000及以上,5,"105,868.00",1,11,8,3,0,旅游,暂无,12300,1174.84,12300,14108.73
127915173,男,1,25,2017/4/1,专科,2,江西信息应用职业技术学院,普通,无逾期,装修,薪资收入,暂未提供,8000-15000（含8000）,4,"12,056.00",15,39,36,3,0,装修,暂无,12700,3966.48,5000,7583.43
127915175,女,2,24,2017/12/12,无,1,无,无,暂未提供,日常消费,薪资收入,暂未提供,5000-8000（含5000）,3,"12,206.00",8,36,35,1,0,日常消费,暂无,16048,3609.09,6000,9211.87
127915176,男,1,35,2016/11/2,无,1,无,无,暂未提供,日常消费,个人存款,暂未提供,2000-5000（含2000）,2,暂未提供,0,0,0,0,0,日常消费,暂无,0,0,0,0
127915177,男,1,29,2015/12/4,无,1,无,无,暂未提供,日常消费,投资收入,暂未提供,5000-8000（含5000）,3,暂未提供,2,8,8,0,0,日常消费,暂无,4000,0,2000,2272.56
127915180,男,1,27,2018/4/5,专科(高职),2,辽源职业技术学院,普通,暂未提供,日常消费,薪资收入,暂未提供,5000-8000（含5000）,3,暂未提供,1,3,2,1,0,日常消费,暂无,5500,3244.86,5500,6489.72
127915181,男,1,25,2017/3/27,无,1,无,无,暂未提供,医疗,投资收入,私营业主,5000-8000（含5000）,3,暂未提供,3,12,12,0,0,医疗,暂无,11600,0,8000,8473.08
127915182,男,1,23,2016/6/27,无,1,无,无,暂未提供,日常消费,薪资收入,暂未提供,2000-5000（含2000）,2,暂未提供,2,8,8,0,0,日常消费,暂无,1700,662.2,1000,1642.44
127915184,女,2,33,2017/5/11,无,1,无,无,暂未提供,日常消费,薪资收入,暂未提供,5000-8000（含5000）,3,"5,762.00",9,87,84,3,0,日常消费,暂无,11610,0,2500,9036.87
127915185,男,1,51,2016/11/15,无,1,无,无,暂未提供,日常消费,经营收入,私营业主,5000-8000（含5000）,3,暂未提供,2,17,5,10,0,日常消费,暂无,5823,0,3900,4682.98
127915187,男,1,38,2017/8/22,无,1,无,无,暂未提供,装修,薪资收入,暂未提供,5000-8000（含5000）,3,暂未提供,1,3,2,1,0,装修,暂无,1500,0,1500,1757.61
127915188,男,1,28,2018/1/20,无,1,无,无,暂未提供,生产经营,薪资收入,暂未提供,5000-8000（含5000）,3,暂未提供,1,4,3,1,0,生产经营,暂无,3000,2609.12,3000,4105.2
127915193,男,1,23,2018/4/13,无,1,无,无,暂未提供,日常消费,薪资收入,暂未提供,2000-5000（含2000）,2,暂未提供,2,9,9,0,0,日常消费,暂无,11500,8259.86,6500,13914.89
127915195,女,2,27,2018/2/3,无,1,无,无,暂未提供,日常消费,个人存款,暂未提供,8000-15000（含8000）,4,"27,622.00",1,6,4,2,0,日常消费,暂无,4000,2609.52,4000,5439.04
127915198,男,1,30,2015/11/7,专科,2,阿克苏职业技术学院,普通,暂未提供,生产经营,薪资收入,暂未提供,8000-15000（含8000）,4,暂未提供,14,101,99,2,0,生产经营,暂无,47354,0,7500,20382.48
127915199,男,1,26,2017/1/11,无,1,无,无,暂未提供,装修,经营收入,暂未提供,5000-8000（含5000）,3,暂未提供,1,6,0,6,0,装修,暂无,5000,3306.9,5000,6814.33
127915200,男,1,23,2017/3/6,无,1,无,无,暂未提供,日常消费,薪资收入,暂未提供,5000-8000（含5000）,3,暂未提供,2,12,12,0,0,日常消费,暂无,2029,0,1029,1486.84
127915202,男,1,24,2017/9/18,无,1,无,无,暂未提供,生产经营,个人存款,私营业主,5000-8000（含5000）,3,暂未提供,1,3,3,0,0,生产经营,暂无,1400,825.93,1400,1651.86
127915206,男,1,27,2015/12/13,无,1,无,无,暂未提供,日常消费,薪资收入,暂未提供,5000-8000（含5000）,3,暂未提供,14,95,91,4,0,日常消费,暂无,33661,9147.89,4979,13704.14
127915207,男,1,32,2017/9/4,无,1,无,无,暂未提供,日常消费,薪资收入,私营业主,2000-5000（含2000）,2,"2,000.00",0,0,0,0,0,日常消费,暂无,0,0,0,0
127915209,男,1,44,2015/12/5,无,1,无,无,暂未提供,旅游,薪资收入,暂未提供,5000-8000（含5000）,3,暂未提供,9,53,46,7,0,旅游,暂无,18686,0,3994,6655.17
127915212,男,1,24,2017/12/15,专科,2,兰州交通大学,成人,暂未提供,日常消费,薪资收入,暂未提供,2000以下,1,"7,460.00",5,13,13,0,0,日常消费,暂无,32938,6427.2,11500,13651.89
127915214,女,2,31,2017/1/21,专科,2,哈尔滨华夏计算机职业技术学院,普通,暂未提供,日常消费,经营收入,暂未提供,8000-15000（含8000）,4,暂未提供,21,71,71,0,0,日常消费,暂无,110506,25612.37,10428,28977.12
127915215,男,1,35,2017/4/26,无,1,无,无,暂未提供,日常消费,薪资收入,暂未提供,5000-8000（含5000）,3,427,1,2,2,0,0,日常消费,暂无,1400,1101.24,1400,1651.86
127915216,男,1,55,2015/9/23,无,1,无,无,暂未提供,日常消费,薪资收入,私营业主,5000-8000（含5000）,3,"5,211.00",6,48,46,2,0,日常消费,暂无,15890,0,4000,5989.15
127915218,女,2,38,2016/12/3,无,1,无,无,暂未提供,日常消费,薪资收入,暂未提供,5000-8000（含5000）,3,暂未提供,6,69,69,0,0,日常消费,暂无,23892,0,5139,17851.95
127915220,女,2,35,2017/3/8,专科,2,陕西理工学院,成人,暂未提供,日常消费,经营收入,私营业主,5000-8000（含5000）,3,"1,828.00",11,59,59,0,0,日常消费,暂无,23706,4035.57,3986,8762.84
127915222,男,1,28,2017/10/6,无,1,无,无,暂未提供,日常消费,经营收入,私营业主,15000及以上,5,暂未提供,5,17,17,0,0,日常消费,暂无,7394,847.8,2000,2856.49
127915224,男,1,23,2017/3/13,无,1,无,无,暂未提供,日常消费,薪资收入,暂未提供,5000-8000（含5000）,3,暂未提供,8,34,33,1,0,日常消费,暂无,11491,3038.43,2871,4555.94
127915225,男,1,25,2017/7/5,无,1,无,无,暂未提供,日常消费,薪资收入,暂未提供,2000-5000（含2000）,2,"2,577.00",7,33,32,1,0,日常消费,暂无,4836,970,833,2220.39
127915228,男,1,20,2017/6/22,无,1,无,无,暂未提供,兼职创业,个人存款,暂未提供,2000以下,1,暂未提供,6,28,23,5,0,兼职创业,暂无,7900,0,3000,3684.12
127915230,女,2,21,2017/6/11,无,1,无,无,暂未提供,日常消费,薪资收入,暂未提供,2000-5000（含2000）,2,暂未提供,3,8,7,1,0,日常消费,暂无,2700,0,900,1054.56
127915231,男,1,30,2015/10/19,专科,2,河北工程大学,普通,暂未提供,日常消费,薪资收入,暂未提供,5000-8000（含5000）,3,暂未提供,12,97,97,0,0,日常消费,暂无,50942,2444.5,9419,17284.4
127915235,女,2,21,2017/7/21,无,1,无,无,暂未提供,日常消费,薪资收入,暂未提供,8000-15000（含8000）,4,531,0,0,0,0,0,日常消费,暂无,0,0,0,0
127915237,男,1,22,2017/3/31,专科,2,安徽工业职业技术学院,普通,暂未提供,装修,薪资收入,私营业主,2000-5000（含2000）,2,暂未提供,14,67,55,12,0,装修,暂无,25366,6643.21,7300,9103.77
127915239,男,1,43,2016/5/23,无,1,无,无,暂未提供,日常消费,个人存款,私营业主,5000-8000（含5000）,3,暂未提供,6,60,60,0,0,日常消费,暂无,15201,0,3000,11178.6
127915242,男,1,29,2017/3/23,无,1,无,无,暂未提供,旅游,薪资收入,私营业主,5000-8000（含5000）,3,暂未提供,1,9,8,1,0,旅游,暂无,2500,799.77,2500,3399.08
127915243,男,1,30,2017/7/8,无,1,无,无,暂未提供,日常消费,薪资收入,暂未提供,5000-8000（含5000）,3,暂未提供,5,35,34,1,0,日常消费,暂无,5799,678.01,2000,3644.83
127915247,男,1,49,2016/4/10,无,1,无,无,暂未提供,日常消费,薪资收入,私营业主,15000及以上,5,暂未提供,7,28,27,1,0,日常消费,暂无,59500,17087.3,13000,19155.4
127915248,男,1,23,2018/5/2,本科,3,江西科技学院,普通,暂未提供,旅游,薪资收入,私营业主,5000-8000（含5000）,3,暂未提供,1,1,1,0,0,旅游,暂无,1000,0,1000,1179.9
127915249,男,1,27,2016/6/8,专科,2,武汉商贸职业学院,普通,暂未提供,装修,经营收入,暂未提供,8000-15000（含8000）,4,暂未提供,4,36,32,4,0,装修,暂无,10407,0,4000,5467.68
127915250,男,1,20,2018/1/7,无,1,无,无,暂未提供,日常消费,薪资收入,暂未提供,2000-5000（含2000）,2,"10,158.00",1,2,2,0,0,日常消费,暂无,500,566.6,500,679.92
127915251,女,2,37,2016/8/3,无,1,无,无,暂未提供,生产经营,经营收入,暂未提供,8000-15000（含8000）,4,暂未提供,4,15,15,0,0,生产经营,暂无,9475,0,3000,3489.99
127915252,男,1,27,2016/8/21,无,1,无,无,暂未提供,医疗,薪资收入,暂未提供,2000-5000（含2000）,2,暂未提供,1,2,2,0,0,医疗,暂无,1600,1258.56,1600,1887.84
127915255,男,1,44,2016/9/19,无,1,无,无,暂未提供,日常消费,经营收入,暂未提供,2000-5000（含2000）,2,暂未提供,2,16,9,6,0,日常消费,暂无,4261,0,2600,3377.87
127915257,男,1,22,2017/5/24,无,1,无,无,暂未提供,日常消费,薪资收入,暂未提供,2000-5000（含2000）,2,暂未提供,1,9,3,6,0,日常消费,暂无,3000,978.51,3000,3587.87
127915259,男,1,23,2017/4/7,无,1,无,无,暂未提供,日常消费,薪资收入,暂未提供,2000-5000（含2000）,2,暂未提供,3,7,6,0,0,日常消费,暂无,4600,2039.85,2000,2719.8
127915261,男,1,24,2016/10/1,无,1,无,无,无逾期,旅游,薪资收入,私营业主,8000-15000（含8000）,4,"25,425.00",12,61,41,20,0,旅游,暂无,24956,0,4286,9732
127915262,男,1,21,2017/2/16,无,1,无,无,暂未提供,日常消费,薪资收入,私营业主,2000-5000（含2000）,2,"2,200.00",0,0,0,0,0,日常消费,暂无,0,0,0,0
127915263,女,2,22,2018/5/10,专科,2,武汉外语外事职业学院,普通,暂未提供,医疗,薪资收入,暂未提供,2000-5000（含2000）,2,暂未提供,2,5,5,0,0,医疗,暂无,2000,1694.81,1500,1941.27
127915264,男,1,30,2017/8/5,专科,2,沈阳工业大学,成人,暂未提供,日常消费,薪资收入,暂未提供,8000-15000（含8000）,4,"11,690.00",10,45,45,0,0,日常消费,暂无,80433,19009.13,14372,26253.55
127915265,男,1,25,2018/8/1,无,1,无,无,暂未提供,日常消费,个人存款,暂未提供,5000-8000（含5000）,3,"10,534.00",1,2,2,0,0,日常消费,暂无,3000,0,3000,3269.82
127915268,女,2,29,2017/3/22,无,1,无,无,暂未提供,医疗,个人存款,暂未提供,5000-8000（含5000）,3,"1,200.00",7,33,33,0,0,医疗,暂无,45145,8378.02,11278,19956.93
127915271,男,1,20,2017/2/10,无,1,无,无,暂未提供,兼职创业,薪资收入,暂未提供,2000-5000（含2000）,2,暂未提供,7,39,37,2,0,兼职创业,暂无,15373,0,4500,4906.74
127915274,女,2,32,2016/8/14,本科,3,凯里学院,成人,暂未提供,装修,薪资收入,暂未提供,2000-5000（含2000）,2,"15,514.00",7,27,25,2,0,装修,暂无,14650,7900.07,5000,9966.78
127915277,男,1,24,2017/1/21,无,1,无,无,暂未提供,日常消费,薪资收入,私营业主,5000-8000（含5000）,3,375,21,137,137,0,0,日常消费,暂无,21600,2666.17,2000,7253.95
127915279,男,1,36,2017/7/17,无,1,无,无,暂未提供,日常消费,经营收入,暂未提供,8000-15000（含8000）,4,"2,099.00",3,13,13,0,0,日常消费,暂无,9630,2865.9,4330,5498.52
127915280,男,1,44,2016/8/21,无,1,无,无,暂未提供,日常消费,个人存款,暂未提供,2000以下,1,暂未提供,4,30,29,1,0,日常消费,暂无,7369,0,2321,3896.24
127915281,女,2,27,2017/4/16,专科,2,忻州职业技术学院,普通,无逾期,日常消费,经营收入,暂未提供,8000-15000（含8000）,4,"23,095.00",5,12,12,0,0,日常消费,暂无,9500,0,9500,10669.68
127915283,男,1,34,2015/7/16,无,1,无,无,无逾期,生产经营,经营收入,私营业主,8000-15000（含8000）,4,暂未提供,20,42,41,0,0,生产经营,暂无,33332,0,7000,10090.54
127915284,男,1,26,2016/1/5,无,1,无,无,暂未提供,日常消费,经营收入,私营业主,5000-8000（含5000）,3,暂未提供,2,20,11,7,0,日常消费,暂无,5200,0,4200,4605.58
127915287,男,1,29,2016/1/31,专科,2,中央广播电视大学,成人,暂未提供,旅游,薪资收入,暂未提供,15000及以上,5,暂未提供,3,8,3,5,0,旅游,暂无,4400,2382.72,3000,3835.46
127915288,男,1,52,2016/3/25,无,1,无,无,暂未提供,装修,薪资收入,暂未提供,8000-15000（含8000）,4,暂未提供,11,84,84,0,0,装修,暂无,38315,4339.56,6376,12736.34
127915289,女,2,37,2016/8/21,无,1,无,无,暂未提供,日常消费,薪资收入,暂未提供,8000-15000（含8000）,4,"348,781.00",5,15,14,1,0,日常消费,暂无,11787,0,4500,7205.54
127915290,男,1,22,2017/10/16,无,1,无,无,暂未提供,医疗,薪资收入,暂未提供,5000-8000（含5000）,3,"9,303.00",3,12,11,1,0,医疗,暂无,3000,0,1000,1249.11
127915292,女,2,24,2016/5/26,无,1,无,无,暂未提供,日常消费,经营收入,私营业主,5000-8000（含5000）,3,"18,381.00",6,24,22,2,0,日常消费,暂无,14373,3566.93,5000,5750.13
127915293,男,1,28,2017/8/25,无,1,无,无,暂未提供,日常消费,薪资收入,私营业主,15000及以上,5,"40,270.00",10,47,47,0,0,日常消费,暂无,21002,5246.14,5000,10103.82
127915294,男,1,33,2017/6/20,无,1,无,无,暂未提供,装修,薪资收入,暂未提供,2000-5000（含2000）,2,暂未提供,2,11,11,0,0,装修,暂无,13700,4280.84,8100,10279.89
127915297,男,1,27,2017/9/7,无,1,无,无,暂未提供,日常消费,薪资收入,私营业主,5000-8000（含5000）,3,暂未提供,6,38,34,4,0,日常消费,暂无,9933,2564.03,3900,5268.94
127915299,男,1,26,2016/8/18,本科,3,淮南师范学院,普通,暂未提供,日常消费,经营收入,暂未提供,5000-8000（含5000）,3,"16,600.00",4,36,36,0,0,日常消费,暂无,16014,0,10800,12129.72
127915300,女,2,30,2016/7/20,无,1,无,无,暂未提供,日常消费,薪资收入,暂未提供,2000-5000（含2000）,2,"2,001.00",0,0,0,0,0,日常消费,暂无,0,0,0,0
127915301,男,1,20,2016/12/11,无,1,无,无,暂未提供,日常消费,薪资收入,暂未提供,2000-5000（含2000）,2,暂未提供,2,12,12,0,0,日常消费,暂无,2100,0,1050,1333.29
127915304,男,1,32,2017/5/20,无,1,无,无,暂未提供,日常消费,经营收入,私营业主,8000-15000（含8000）,4,暂未提供,4,18,15,3,0,日常消费,暂无,26780,6529.2,13000,14720.34
127915305,男,1,24,2016/9/5,专科,2,浙江建设职业技术学院,普通,暂未提供,日常消费,薪资收入,暂未提供,5000-8000（含5000）,3,暂未提供,11,72,67,5,0,日常消费,暂无,36260,0,5075,20315.48
127915306,男,1,27,2017/7/30,专科,2,中山火炬职业技术学院,普通,暂未提供,旅游,薪资收入,暂未提供,5000-8000（含5000）,3,"9,200.00",1,4,1,3,0,旅游,暂无,3500,2985.6,3500,4785.78
127915307,女,2,40,2017/12/8,无,1,无,无,暂未提供,日常消费,投资收入,暂未提供,5000-8000（含5000）,3,暂未提供,3,13,9,4,0,日常消费,暂无,11856,3930.23,8000,9362.76
127915309,男,1,27,2017/8/9,无,1,无,无,暂未提供,日常消费,薪资收入,暂未提供,5000-8000（含5000）,3,"1,682.00",7,35,34,1,0,日常消费,暂无,13200,3846.25,4000,7046.93
127915314,男,1,43,2016/12/14,本科,3,北京邮电大学,网络教育,暂未提供,日常消费,薪资收入,暂未提供,5000-8000（含5000）,3,暂未提供,10,46,46,0,0,日常消费,暂无,33808,0,8282,12290.03
127915315,男,1,19,2018/2/21,无,1,无,无,暂未提供,旅游,薪资收入,暂未提供,2000-5000（含2000）,2,暂未提供,2,7,6,1,0,旅游,暂无,3000,2222.78,2000,3087.15
127915317,男,1,35,2018/2/1,专科,2,浙江工业职业技术学院,普通全日制,暂未提供,装修,薪资收入,暂未提供,15000及以上,5,暂未提供,1,2,1,1,0,装修,暂无,4500,3540,4500,5345.5
127915318,男,1,40,2017/1/19,无,1,无,无,暂未提供,日常消费,经营收入,私营业主,5000-8000（含5000）,3,暂未提供,2,19,9,9,0,日常消费,暂无,3704,0,2200,3407.3
127915319,男,1,32,2016/4/7,本科,3,云南大学,成人,有逾期,信用卡,日常消费,薪资收入,15000及以上,5,"680,578.00",27,197,194,3,0,日常消费,暂无,78688,17213.72,10388,27356.35
127915320,男,1,38,2017/4/30,专科,2,中央广播电视大学,成人,暂未提供,日常消费,投资收入,暂未提供,15000及以上,5,暂未提供,5,21,18,2,0,日常消费,暂无,7030,0,2800,5013.25
127915322,女,2,42,2017/8/9,无,1,无,无,暂未提供,日常消费,经营收入,私营业主,8000-15000（含8000）,4,"52,957.00",9,45,42,2,0,日常消费,暂无,15908,3435.58,3500,6797.62
127915323,男,1,25,2017/8/2,专科,2,眉山职业技术学院,普通,暂未提供,旅游,薪资收入,暂未提供,2000-5000（含2000）,2,暂未提供,5,27,27,0,0,旅游,暂无,5333,342.96,2000,2492.47
